"","int.ids","degree","strength","between","closeness","ec","pr","network","dom_ec"
"7255...253",7255,8,0.449132230153987,484,0.084647963097191,0.115806411870328,0.359170701795873,"agonistic",0.00927484507696974
"7263...254",7263,13,0.650311974762758,1089,0.109053580119782,0.187278206646891,0.203712877225041,"agonistic",0.00927171036069088
"7265...255",7265,2,0.0673492955577796,144,0.0615578539102594,0.043432552361957,0.373261116443915,"agonistic",0.00926428293271839
"7267...256",7267,3,0.321066807559999,251,0.0732529227663687,0.250518717070994,0.46918726685253,"agonistic",0.0092664164310512
"7268...257",7268,2,0.068584178105447,234,0.0450271645075574,0.0163165024335498,0.122686727873731,"agonistic",0.00925170834760845
"7270...258",7270,1,0.0512820512820513,126,0.0493368627658703,0.0503336157132508,0.21499125253789,"agonistic",0.00926004325858858
"7271...259",7271,2,0.0762241794071453,0,0.0807547494493955,0.000614716051908142,0.0527838366769,"agonistic",0.00924842708240361
"7274...260",7274,1,0.12,68,8.33333333333333,0.000351563988068162,0.0666958234412186,"agonistic",0.0092504733428392
"7276...261",7276,3,0.102207926729543,320,0.0827891548401664,0.157630006652538,0.336307733270928,"agonistic",0.00930391473301101
"7278...262",7278,1,0.0533333333333333,0,0.0400796857604805,1.69444098426307e-18,0.0455828678158398,"agonistic",0.0092442894795078
"7279...263",7279,1,0.0286396181384248,89,0.0548816862988138,0.0235432213569944,0.319106666911433,"agonistic",0.00925393031672802
"7280...264",7280,0,0,0,NA,0,0.0843283054593036,"agonistic",0.0092505757190292
"7286...265",7286,1,0.0373831775700935,134,7.28510638297872,0.00411653812702809,0.219382696558304,"agonistic",0.00926176887628724
"7290...266",7290,1,0.0476190476190476,52,0.0662280268003705,0.0593465127022047,0.162906746125518,"agonistic",0.00926552235104553
"7291...267",7291,4,0.147398706087584,73,0.104233177603275,0.0315377121375977,0.145285111959919,"agonistic",0.00925347937623576
"7295...268",7295,7,0.420237591656555,817,0.0700376392584284,0.00777090285431192,0.241555374782373,"agonistic",0.00927623104233813
"7298...269",7298,2,0.046496106785317,0,0.0687448296351341,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924428160895261
"7302...270",7302,3,0.137017978930198,385,0.0713579133615766,0.585835698319614,0.680003111377141,"agonistic",0.00932787997052103
"7304...271",7304,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7313...272",7313,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7314...273",7314,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7315...274",7315,4,0.43394150827922,359,0.0838922069491985,0.0507158063481941,0.164297179938371,"agonistic",0.0092574833054647
"7323...275",7323,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7324...276",7324,2,0.0479251899473992,155,0.0766179221536237,0.0125279663142613,0.112503416858797,"agonistic",0.00925181565698647
"7328...277",7328,4,0.158137539677454,1207,0.0955081307116861,0.378746082031912,0.469701803149831,"agonistic",0.00929147094431428
"7334...278",7334,1,0.0387096774193548,4,0.0655957438583332,0.00225069072824613,0.0793755371751571,"agonistic",0.00925278444341704
"7339...279",7339,2,0.151896363352583,116,0.0661600611221048,0.000224595217469072,0.0854301540307338,"agonistic",0.00925623604338102
"7340...280",7340,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7342...281",7342,5,0.220168934905027,387,0.102816950669676,0.496481527028186,0.566069550780955,"agonistic",0.00927487361535043
"7345...282",7345,2,0.0779723899029445,0,0.0680155918950632,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924431783043334
"7346...283",7346,3,0.203692775694682,260,0.0604309996890029,0.00169307394820992,0.102032811895824,"agonistic",0.00925640596743461
"7352...284",7352,1,0.041958041958042,129,0.0594871997211351,0.0108090143355975,0.228325432473046,"agonistic",0.00925060775333835
"7355...285",7355,6,0.233713413763925,415,0.0994109280773409,0.167624231387318,0.428756091153045,"agonistic",0.00927094189301795
"7363...286",7363,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7366...287",7366,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7367...288",7367,2,0.0743383199079402,166,0.0874980109676709,0.00520663129650401,0.103659824421504,"agonistic",0.00924900077593365
"7369...289",7369,3,0.256044362308508,69,0.0788033590008969,0.00662611233589031,0.243176346256044,"agonistic",0.00928603296634292
"7380...290",7380,2,0.104153983046879,194,0.0805258987996274,0.102299607637818,0.165946558132339,"agonistic",0.00925892092435301
"7381...291",7381,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7384...292",7384,3,0.435560464972229,16,0.0900108645268892,0.0866682486292248,0.089344567953446,"agonistic",0.00925467670348523
"7386...293",7386,2,0.0605336816570256,1059,0.106139914447477,0.0132947086290346,0.0932298560340901,"agonistic",0.00924728190798426
"7390...294",7390,2,0.0502239171506543,0,0.0860913337346141,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924428590033499
"7391...295",7391,6,0.441665513336574,0,0.0918929233653913,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924473415835975
"7398...296",7398,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7399...297",7399,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7407...298",7407,3,0.0956059738668434,336,0.0809036102023329,0.168565975570151,0.320490659394752,"agonistic",0.00925894330038001
"7410...299",7410,3,0.104454458466302,1356,0.0933464128667589,0.131225029457823,0.242015922993749,"agonistic",0.00925785249638951
"7424...300",7424,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7425...301",7425,0,0,0,NA,0.000168660554360647,0.177937908256132,"agonistic",0.00925193434980178
"7426...302",7426,0,0,0,NA,0.0203103827628944,0.131640192308796,"agonistic",0.00924804223297124
"7427...303",7427,6,0.410896273006993,386,0.0855500441253382,0.147091903246532,0.259881739420891,"agonistic",0.00926227356784132
"7430...304",7430,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7433...305",7433,1,0.0568720379146919,0,0.0612642527989364,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924429355246294
"7443...306",7443,5,0.198446711309047,479,0.0693022760606202,0.140940449683846,0.402452510740248,"agonistic",0.00931448676376598
"7448...307",7448,0,0,0,NA,0.011465611536771,0.124015985856346,"agonistic",0.00925124582682054
"7450...308",7450,0,0,0,NA,0.000176664058628787,0.102274317740876,"agonistic",0.00925901438903409
"7452...309",7452,0,0,0,NA,0.0295940186506912,0.0556306400875356,"agonistic",0.00924885552174817
"7453...310",7453,1,0.0247422680412371,2,0.0825505975045651,0.192497305560124,0.23667906736022,"agonistic",0.00928551298408891
"7455...311",7455,3,0.626660926962262,723,0.0891486663843259,0.239297950311677,0.481324480289145,"agonistic",0.00927054639250673
"7456...312",7456,0,0,0,NA,0,0.0682556712318099,"agonistic",0.00924984966607154
"7460...313",7460,2,0.115880095425786,128,0.073609890901924,0.143216520958731,0.345788700347825,"agonistic",0.009262609787735
"7461...314",7461,0,0,0,NA,0,0.0670875126323077,"agonistic",0.00924740892111082
"7462...315",7462,0,0,0,NA,0.020709523526422,0.0746110963499064,"agonistic",0.00924948071078165
"7472...316",7472,9,0.704029496055448,762,0.0971319209134604,0.583160931413424,0.730924876398148,"agonistic",0.00933141788517769
"7474...317",7474,0,0,0,NA,0.0301631343939738,0.0558238664773759,"agonistic",0.00924894451163414
"7475...318",7475,1,0.0339943342776204,284,0.0814012897254747,0.0241327393977519,0.239150583255685,"agonistic",0.00926120915022822
"7477...319",7477,1,0.0397350993377483,0,0.0669022544197492,1,0.45756928944899,"agonistic",0.00930687844632204
"7479...320",7479,1,0.0463320463320463,68,0.064207960109465,0,0.0675386158138026,"agonistic",0.00925096984786777
"7480...321",7480,6,0.507273419314055,532,0.0937332536207734,0.0043793913811797,0.128208226917217,"agonistic",0.00925577553010235
"7482...322",7482,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
"7485...323",7485,2,0.0958211338834177,0,0.0539510488446958,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924433835645981
"7486...324",7486,0,0,0,NA,1.69444098426307e-18,0.0455828678158398,"agonistic",0.00924422804767742
