"","id1","id2","n","actor.obs","subject.obs","ave.obs","frequency"
"592","7060","6837",0,0,0,0,0
"593","7064","6837",0,0,0,0,0
"594","7065","6837",0,0,0,0,0
"595","7072","6837",0,0,0,0,0
"596","7073","6837",0,0,0,0,0
"597","7078","6837",1,22,11.5,16.75,0.0597014925373134
"598","7079","6837",0,0,0,0,0
"599","7080","6837",0,0,0,0,0
"600","7083","6837",0,0,0,0,0
"601","7084","6837",0,0,0,0,0
"602","7085","6837",0,0,0,0,0
"603","7088","6837",0,0,0,0,0
"604","7091","6837",0,0,0,0,0
"605","7095","6837",0,0,0,0,0
"606","7098","6837",0,0,0,0,0
"607","7099","6837",0,0,0,0,0
"608","7100","6837",0,0,0,0,0
"609","7102","6837",0,0,0,0,0
"610","7103","6837",0,0,0,0,0
"611","7107","6837",0,0,0,0,0
"612","7108","6837",0,0,0,0,0
"613","7110","6837",0,0,0,0,0
"614","7114","6837",0,0,0,0,0
"615","7115","6837",0,0,0,0,0
"616","7117","6837",0,0,0,0,0
"617","7125","6837",0,0,0,0,0
"618","7130","6837",0,0,0,0,0
"619","7132","6837",2,24.8333333333333,11.5,18.1666666666667,0.110091743119266
"620","7135","6837",0,0,0,0,0
"621","7136","6837",0,0,0,0,0
"622","7138","6837",0,0,0,0,0
"623","7140","6837",1,19.6666666666667,11.5,15.5833333333333,0.0641711229946524
"624","7141","6837",1,21.8333333333333,11.5,16.6666666666667,0.06
"625","7145","6837",0,0,0,0,0
"626","7149","6837",0,0,0,0,0
"627","7166","6837",0,0,0,0,0
"628","7167","6837",0,0,0,0,0
"629","7169","6837",0,0,0,0,0
"630","7170","6837",0,0,0,0,0
"631","7171","6837",0,0,0,0,0
"632","7175","6837",0,0,0,0,0
"633","7183","6837",0,0,0,0,0
"634","7186","6837",0,0,0,0,0
"635","7191","6837",0,0,0,0,0
"636","7192","6837",0,0,0,0,0
"637","7193","6837",0,0,0,0,0
"638","7194","6837",0,0,0,0,0
"639","7196","6837",0,0,0,0,0
"640","7197","6837",0,0,0,0,0
"641","7198","6837",0,0,0,0,0
"642","7199","6837",0,0,0,0,0
"643","7200","6837",0,0,0,0,0
"644","7202","6837",0,0,0,0,0
"645","6814","6838",0,0,0,0,0
"646","6818","6838",3,32.3333333333333,37.8333333333333,35.0833333333333,0.0855106888361045
"647","6819","6838",0,0,0,0,0
"648","6820","6838",0,0,0,0,0
"649","6825","6838",0,0,0,0,0
"650","6833","6838",2,43,37.8333333333333,40.4166666666667,0.0494845360824742
"651","6837","6838",0,0,0,0,0
"652","6846","6838",0,0,0,0,0
"653","6862","6838",0,0,0,0,0
"654","6879","6838",0,0,0,0,0
"655","6888","6838",0,0,0,0,0
"656","6901","6838",11,35.6666666666667,37.8333333333333,36.75,0.299319727891156
"657","6905","6838",0,0,0,0,0
"658","6911","6838",0,0,0,0,0
"659","6929","6838",0,0,0,0,0
"660","6936","6838",0,0,0,0,0
"661","6937","6838",0,0,0,0,0
"662","6938","6838",0,0,0,0,0
"663","6993","6838",0,0,0,0,0
"664","6995","6838",0,0,0,0,0
"665","7007","6838",0,0,0,0,0
"666","7010","6838",0,0,0,0,0
"667","7016","6838",0,0,0,0,0
"668","7021","6838",0,0,0,0,0
